id,name,comment,rating,review_date
18,Sophia Huggins Gutiérrez,"El gym en general está muy poco cuidado, se puede hacer todo pero las máquinas son viejas, hay máquinas rotas y en general se ve  bastante descuidado. A parte de eso, los procesos para darse de baja son básicamente hacerte imposible la baja y seguir cobrando. Te hacen darte de baja los primeros 5 días del mes y los que te atienden NO te lo hacen saber correctamente, asimismo para darte de baja tienes que pagar el mes anterior (obviamente) pero de forma presencial, si no estás en el país no tienes forma de pagar y te seguirán cobrando y no te dan más opciones de pagar si no es presencial. Los que atienden son amables pero estas cosas no te las explican, aún cuando en mi caso dije desde el inicio que solo quería estar un mes, se escudan con que firmaste un contrato pero meterse a un gym no tiene por que ser tan complicado si se explican sus términos y condiciones sin problema, eso facilitaría los procesos y dejaría una mejor experiencia con sus clientes. Sus procesos son extremadamente complicados y no te ayudan tampoco, si viviéramos en el siglo pasado se entendería que este tipo de procesos fuesen presencial pero en la actualidad es inviable que sea la única opción, más cuando se trata de una ciudad tan transitada como lo es Madrid.
Para cómo está el gym y la mala experiencia con sus servicios, no vale la pena.",1,Hace un año
19,camelias aranda gutierrez,Tiene pensando abrir la sauna? Busco un gimnasio con spa pero por lo que estoy leyendo no la tienen operativa.,2,Hace 3 meses
20,N L,"ESTAFA!!! No os apuntéis a este establecimiento de timadores. Aunque vayas a Madrid por motivos laborales 3 meses y los pagues de golpe con tu tarjeta ellos se encargan de cobrarte otros 3 meses si no avisas un mes antes de que te vas a ir, SIN VERGÜENZAS!!! No lo recomiendo a nadie, las instalaciones muy cutres, hay muchos gimnasios por Madrid mil veces mejores y sin estafadores a su cargo.
Además para contactar con ellos tienes que andar metiéndote en su página y escribir en el buzón de sugerencias, a los días te contestarán con un correo al que ni si quiera puedes contestar.",1,Hace 9 meses
21,David Oviedo,"Es increíble la sala y las máquinas que tienen. Además han compuesto la sala de máquinas nuevas de peso libre ( sentadillas, pendulares, elevaciones laterales con peso asistido..)

Lo recomiendo 100% para los amantes del peso libre y que quieran disfrutar de una sala enorme y con muy buen ambiente",5,Hace 10 meses
22,Jonathan Dacosta Gil,"os doy un 5 por la sala en si...y daría puntuación negativa al 90% de usuarios de la sala. Da igual sexo, edad....la de descargar las maquinas, debería ser obligatorio aquí y si no, rescindir el contrato a cada determinadas faltas....que pasada lo de este centro",5,Fecha de edición: Hace 2 semanas
23,Luis Rg,"Muy contento con el gimnasio, relación calidad precio muy muy bueno, en general no está nada masificado... Buen mantenimiento de las instalaciones y vestuarios...
Clases de ciclo buenas en general pero en especial las de las siete que las da Manuela, llevo muchos años dando clases de ciclo ( desde 2008) y es de lo mejorcito que he tenido de monitores en todos los gimnasios por los que he pasado.
La música el ochenta por ciento de las canciones son conocidas, cosa que ayuda y motiva, y el 100% de las canciones tienen el ritmo muy bien marcado para poder seguir la canción al mismo ritmo que la pedalada.
Hace poco ha añadido a las clases un micrófono y la verdad se entiende perfectamente 👌👌cosa muy rara porque anteriormente en las clases que he asistido con micrófono se oía fatal y distorsionaba...
Por último la velocidad de la pedalada es perfecta para poder seguir la clase tanto gente muy en forma como gente que no lo está tanto...
Nada más que decir, enhorabuena por la clase y espero que siga en el gimnasio durante mucho tiempo....",5,Hace 10 meses
24,Jorge Shepley,"Nefasto gimnasio, 15€ para el pase de un día, cosa que están en su derecho. Pero no va en concordancia con el precio y ni si quiera con una calidad estandar.
Maquinas muy antiguas y sin mantenimiento, todo desordenado sin ubicacion y dicen tener zona crossfit que es un garaje sin más ni kettlebells ordenadas ni pesos duplicados. Todas mas mancuernas desubicadas, nadie recoge nada. vesturarios poco limpios y sin papel solo en un vater, por otro lado es cierto que la sauna esta apagadisima.
Desde luego no me esperaba esto de una cadena y un gimnasio con tal ticket.",1,Hace un año
25,Carlos Fernández,"Un atraco a mano armada.

Para darse de baja solo puedes hacerlo del 1 al 5 del mes anterior a que caduque tu plan (obviamente, para aprovecharse del despiste de la gente). Empresa con actitud de buitre con sus clientes: huid siempre.

¿Por qué otro motivo que no sea estafar iban a ser tan rígidos en las bajas?

Si, por lo que sea, te tienes que mudar a otra ciudad, no te dejan darte de baja y, aún por encima, te hacen pagar la renovación.",1,Hace un año
26,Two Yupa,"Es un gimnasio muy amplio, cómodo y bien equipado 💪…",5,Hace 4 años
27,Emilia Beldean,"Que triste , una semana sin papel higiénico. Los productos básicos de higiene y la limpieza de este gimnasio lucen por su ausencia. De este y de todos de la misma cadena. Dejadez y falta de interés. Muy posible que tengan un problema con un pedido, pero tan fácil comprar un lote de papel en el súper de al lado. Lamentable!",1,Hace un año
28,Mario Alonso,"Mucho cuidado con esta empresa. Te suscribes de buena fe y luego no te dejan darte de baja.

Ponen todo tipo de trampas, para que sigas pagando mes tras mes, aunque les pidas que te den de baja.

Ellos dirán que está en lo que has firmado, pero es lo que tiene la letra pequeña, que cuando una empresa actúa de mala fe, el consumidor puede salir mal parado.

Simplemente, que sepa el que se apunte que van a hacer todo lo posible para sacarte el dinero aunque no vayas al gimnasio. He estado en muchos gimnasios y jamás había visto algo tan abusivo. Mucho cuidado con esta gente.",1,Hace 2 años
29,Mario Neta,"Es una pena que este gimnasio trate a la gente con buenas intenciones así de mal. Dificultan lo máximo posible darse de baja, toman tu cuenta bancaria como rehén. Cuando te quieres dar de baja te dejan solo presencialmente, durante el ""horario directivo"" y del 1 al 5 del mes. Mucho cuidado con estos piratas.",1,Hace un año
30,Chloé Bujalance,"Sois unos minimalistas. Mi padre es cliente desde hace 40 años. Sin exagerar, debe de ser el cliente más antiguo del gimnasio. Và todas las mañanas de lunes a viernes. Yo, su hija, vivo en el extranjero y estaba de visita en Madrid. Me presenté con mi padre por la mañana para entrenar y pedí una entrada ""day pass"" que cuesta 12 euros. Fuí a pagar con efectivo y me dicen que sólo se puede pagar la entrada con tarjeta. No la tenía conmigo así que le propusimos 3 soluciones: pagar en efectivo, dijeron que no. Propusimos que mi padre le pagase al día siguiente con tarjeta ya que es cliente habitual, tampoco. Desde el móvil puedo acceder a e-banking, les dije que si me daban su IBAN les hago una transferencia desde el móvil. Que tampoco.
Al final me pegué un madrugón y una hora de metro para que no me dejasen ni entrar.
Yo soy funcionaria en el extranjero y trabajo con normas muy estrictas. Pero cuando me viene una persona con una situación que sale de lo habitual hago todo lo posible para encontrar una solución.
Aquí fueron unos minimalistas, llamaron al manager por teléfono y la conversación duró 30 segundos. Que no. Me parece surrealista y muy poco comercial. Habéis perdido 12 euros hoy y todas las oportunidades que podría haber venido a entrenar cuando vengo de visita a Madrid.
Y mi pobre padre se quedó pasmado de la poca implicación que habéis puesto para una simple entrada que os habríamos pagado sí o sí.
Y confirmo lo de los comentarios previos : la sauna no funciona desde hace un año.",1,Hace un año
31,Facundo Cuevas,"Le doy dos estrellas por la muy mala limpieza. La verdad que las veces que vi a alguien de limpieza era una sola pesona para semejante predio. Los baños nefastos.

Por otro lado, esto no esta relacionado directamente a la administración del gimnasio pero en parte podrian hacer algo mas, pero la desorganización con las mancuernas, discos e implementos es absurdo. Muy poca educación por parte la gente que asiste.

En definitiva si no fuese porque no tengo otro gimnasio en menos de 10 cuadras, no vendria a este. Una lastima, tiene potencial pero falta una Administracion mas activa",2,Hace 2 años
32,Diego Segura,"Me atendió María, una chica muy agradable, me hizo un recorrido por todas las instalaciones y me gustó mucho el gym. Tiene muchas salas que se pueden utilizar aunque no estén dando clases, espacioso y con máquinas de todo tipo. Además estaba bastante tranquilo. Fui sobre las 21:00. Un año después me veo obligado a cambiar mi valoración. Los baños huelen mal, tienen sauna pero lleva un año apagada, para colmo darse de baja es un infierno.",1,Fecha de edición: Hace 2 años
33,Laro Deamichi,"He entrenado tres días en diferentes semanas y me he tenido que marchar por la falta de ventilación y renovación de aire. Agobiante, ¡me he mareado los tres días! ¿Ahorrando en aire acondicionado? ¡Se nota muchísimo! ¡Pleno mes de julio en Madrid, NO se puede hacer esto!",1,Hace un año
34,Yesenia De Oliveira,"El gimnasio es verdad que lo han mejorado estéticamente pero no hay cobertura ni internet en las nuevas zonas, estás completamente incomunicado. Por otro lado son bastante ladrones ya que solo te dejan la posibilidad de desapuntarte del 1 al 5 del mes anterior al que te quieres desapuntar, es decir, si quiero desapuntarme en septiembre tengo que ir del 1 al 5 de agosto para poder desapuntarme y que no me cobren la mensualidad de septiembre. Cuando te apuntas no te dan información de nada y luego te enteras al querer ir a desapuntarte que vas a tener que pagar un mes más aunque no vayas… Impresentables. He ido a muchos gimnasios en mi vida, tanto en España como en otros países de Europa, y la mayoría tiene la política de que  sí te quieres desapuntarte vayas antes del 25 del mes en curso para que el mes siguiente se te cancele la inscripción. No vuelvo a apuntarme a un Holliday gym.",1,Hace 2 años
35,Antonio Valdivieso Moros,"Máquinas muy antiguas y con funcionamiento malo. Acceso al gimnasio de vergüenza, te piden 10 eur por una pulsera para entrar al gimnasio una vez que pagas la anualidad para que ya no te eches para atras. Eso si podrás entrar con el DNI pero si no te funciona en el torno (a mucha gente le da error)  tienes que esperar a que el recepcionista te pueda atender. Hay gimnasios d menos importe con más calidad.",2,Hace 5 años
36,Javier Ruiz,"La atención de los empleados deja muchísimo que desear. Rara vez hay alguien en recepción y cuando están es como si no estuvieran, puesto que la gran mayoría de los empleados, ni te saludan al entrar ni se despiden al salir, cosa que creo que es de las más importantes cuando trabajas de cara al público. Las máquinas están bien, que al fin y al cabo es lo importante, y los vestuarios siempre están muy sucios, sin jabón ni papel.",1,Hace 2 años
37,Carlos Álvarez Zaragozá,"La verdad es que mi experiencia en el gimnasio está siendo idónea. Ya no solo por la buena ubicación del mismo sino por las condiciones generales que ofrece.
En cuanto a las instalaciones es un gimnasio que lo que busques lo tienes y con muchas variaciones.
Otra característica que se busca es el personal y aquí si tienes una duda o cualquier problema están para ayudarte. Y en fin de semana es inigualable la verdad, cuentan con un equipo muy bueno y muy cercano, la verdad es que así da gusto ir a un gimnasio ^^",5,Hace 3 años
38,Agustin Garcia,"Una grata sorpresa volver a este gimnasio después de tiempo sin ir por allí. Un gran cambio respecto a cómo estaba anteriormente, mucho más limpio y organizado que antes. Gran atención y class impartidas por los monitores, pero especialmente de Karina. Un encanto de persona! Siempre con una sonrisa y pendiente de todo. Así da gusto ir a entrenar",5,Hace 2 años
39,C R,"No recomiendo el gimanasio despues de haber sido socio durante varios años
Las razones son muchas. Por destacar la principal, para darte de alta piden que sea exclusivamente con tarjeta de crédito y no con transferencia porque así la guardan y te pasan las renovaciones siendo muy complicado el proceso de baja (tiene que ser unos días determinados y con bastante tiempo de antelación).
Con esto creo que ya se puede ver el tipo de empresa que es y si queires dar tus datos con ellos pero, por si no fuese suficiente comento acerca del gimnasio:
-Limpieza nula, pusieron a una persona que estuviese por sala nada mas volver de la crisis del COVID pero dos semanas después ya no hay nadie
- No hay monitores en sala, ves a gente haciendo ejercicios que se pueden lexionar muy facilmente y nadie les dice nada
- Maquinas rotas
- No tenemos ni fuente de agua
En definitiva, todo hecho para maximizar beneficios a costa de un pesimo servicio.

Si te vas a hacer socio date de alta con una tarjeta monede digital que luego puedas cerrar facilmente",1,Fecha de edición: Hace un año
40,Ignacio Medem,La sauna es una mentira. Nunca ha funcionado y nunca va a funcionar. Las entradas cuestan 15 pavos. Sólo id una vez que seáis más veteranos al hobby por q hay gente francamente muy intimidante (pero son todos majetes). Os recomiendo empezar con el gimnasio del polideportivo forus y que os gradueis al holiday después de 6 meses a un año.,3,Fecha de edición: Hace un año
41,Alvaro Castells,"CUIDADO CON ESTE GIMNASIO, TE ESTAFAN HACIENDO COBROS NO AUTORIZADSO. Para pagar el gimnasio te piden la tarjeta, y para darte de baja te obligan a hacerlo entre el dia 1 y el 5 de mes, y así lo hice en agosto, fui personalmente, me atendió una chica de recepcion y me cursó la baja. Pero OH SORPRESA el dia 27 me hacen por la cara un cobreo de 99 EUROS en mi tarjeta. Yo estoy estudiando fuera de España, va mi hermano hoy y le dicen que no hay ninguna baja, SON UNOS MENTIROSOS. Mi hermano pide la hoja de reclamaciones para traerla a casa y rellenarla pero NO SE LA QUIEREN DAR, le dicen que de rellenarla en el establecimeinto. Hemos revisado eso en Consumo de Comunidad de Madrid y es aboslutamente ilegal, se la tenian que haber dado. Mañana va mi padre y si a el tamposo se la dan llamará a la policia para que se personen y abran denuncia. Lo curioso es que si bucas en internet ""estafa holiday Gym"" te selane deceneas y decenas de casoso iguales, te cobran el dinero aunque hayas cancelado y luego no te lo quieren devolver. Vamos, que son una empresa que más parecen Al Capones. mucho ojo con ellos, nunca les deis vuestra tarjeta o volará vuestro dinero, Que estafadores!!!",1,Hace 2 años
42,Ivan Muñoz,"En su contestación al tema de la baja le diré que cualquier clausula abusiva es insostenible por lo que les invito a tomar las medidas que estimen, suerte. Otras empresas que trabajan con este tipo de triquiñuelas ; Banco Popular, forum filatelico, las preferentes y demás ejemplos de dudosa profesionalidad .. más de lo mismo. A quién desee no tener problemas y tenga opción de un gimnasio menos burocrático, transparente sencillo de proceder que no lo dude. Al final lo barato sale caro. No se molesten en contestar, no les voy a leer, solo pongo este comentario para que aquellos que quieran valorar el gimnasio no se dejen llevar por la primera impresión y buenos gestos del principio y tengan la información completa. En cuanto al gimnasio en si está muy bien, lo único vuelvo a decir, las bajas (Son como las compañías de teléfonos, todo facilidades para contratar y para darse de baja Ghosting)",1,Fecha de edición: Hace 2 años
43,Maricatworld,"Hoy ha sido mi primer día, he ido apuntarme al final de la tarde y el chico que me ha atendido no me ha explicado nada, ni siquiera cuál es la App para reservar las clases ni una explicación de las instalaciones o cuales son las salas. La clase de pilates era cualquier cosa menos pilates, nada de calentamiento, sin ejercicios por niveles, 0 explicaciones del monitor sobre el ejercicio además de transiciones muy bruscas. Voy a probar una clase más en otro horario y si no me convence espero que me devuelvan mi dinero.",1,Hace 3 años
44,Jose Morales,"Este gimnasio tiene montado un esquema de ""timo programado a largo plazo"". Me explico: cuando te das de baja de las clases, el gimnasio continua mandando los recibos al banco, aunque solicites que dejen de hacerlo, (lo he intentado presencialmente en varias ocasiones), o envíes una petición por mail (cosa que también he hecho). En mi caso los recibos son trimestrales y de 109 euros. Llevan un año enviando recibos a mi banco después de que mi hija haya tramitado la baja de las clases . Ya nos han mandado cuatro recibos de esa cuantía, que por supuesto he devuelto todos.  Dado que los recibos devueltos le pueden suponer al gimnasio un gasto de tres o cuatro euros por recibo en concepto de costes de devolución,  no comprendo cómo no han desistido de seguir enviándolos. La única explicación posible a esta conducta es que lo hacen de forma deliberada y sistemática con todos los clientes que se dan de baja y así les salen las cuentas. El cálculo es muy fácil, si el gimnasio consigue ""colar"" un recibo de 109 euros, ese dinero cobrado indebidamente da para pagar los costes de devolución de unos 25 recibos de esa misma cuantía. O dicho de otra manera, colando un recibo de cada 20 que emitan de esta forma fraudulenta, el ""esquema"" sale rentable. Por otro lado, yo sigo sin poder resolver mi problema a día de hoy pese a que he dado ya varias veces en el banco la orden de baja en la domiciliación. He consultado reseñas de otros clientes y hay varios que manifiestan haber tenido  tenido el mismo problema. En fin, a ver si entre todos conseguimos acabar con este tipo de picaresca.",1,Hace 3 años
45,Serendipity Flame,"Hola: la verdad es que para ser un gimnasio de barrio, no está mal pero podría estar mejor como todo en la vida. Creo que se echa en falta el orden y la limpieza del recinto en general. He visitado al menos 4 de los locales de esta cadena de gimnasios y como éste no hay parangón: el Vergara es el más sucio, desordenado y donde más latrocinios de material se comete. Compran más cuerdas, más mancuernas, rodillos, kettlebell y no sirve de nada porque en dos meses ya falta dicho equipamiento. Por otro lado, la limpieza del local por las tardes deja mucho que desear. Por no hablar de las nuevas incorporaciones de monitores de sala. Hay una que es una maleducada que ahora trabaja por las tardes y que va vestida siempre de negro. No se le ocurre otra cosa que venir a reprocharme y recordarme las normas de uso del gimnasio con respecto a las mochilas ( YO YA NO LLEVO MOCHILA: USO UNA BOLSA QUE LLEVA LA MARCA DEL GIMNASIO ) para interrumpirte en plena ejecución de un ejercicio en el que yo estaba lastrando carga pesada en la multipower. No es capaz de esperar a que yo terminase. Para ella era fundamental soltar la chapa sin importarle si por su culpa, puedo lesionarme, y por consiguiente, asumir una denuncia en comisaría por su negligencia. Esta monitora no debería estar al cargo de un centro como éste. Por lo demás agradecer sin embargo a Mónica porque es un cielo de persona y una profesora excelente!. En general se echa mucho de menos a gente como ella ( Mónica ) que tienen humanidad, educación y te tratan casi como una familia. Lo que siempre hace este gimnasio es trasladar o desplazar o quemar simplemente a los monitores que realmente merecen la pena. De nada sirve una monitora que sólo cumple la norma cuando ni siquiera tiene la poca inteligencia de saber OBSERVAR y esperar a cuando pueda hablar con un cliente ya que apenas si ha llegado a este centro y no es nadie para decir nada sabiendo que ella misma se salta la norma que no aplica a sus "" amigos"" que van a entrenar por la noche, con los que se pega largas charlas. La norma está para cumplirla TODOS. No sólo unos pocos a conveniencia y connivencia de uno/a que dice que es ""monitor de sala"", como es el caso de esta señorita.

Por cierto y otro punto a añadir: yo dejé hace ya más de un año y 3 meses de llevar mochila, entendiendo que el Vergara precisamente sufre de robo de su material, entre otros enseres hasta de usuarios. Pero ya está bien de pregonar a través de los monitores de sala que está prohibido el bajar mochilas... cuando me encuentro que la monitora en cuestión de la que hablé en líneas atrás sí permite a sus "" amigos"" llevar mochilas o bolsas de deporte gigantes, alojadas en cualquier rincón de la sala del gimnasio. Eso jamás pasa ni en López de Hoyos, ni en Castellana ni en Albufera ( hace muchos años que fui a sus instalaciones ). Como ya dije antes. O TODOS O NINGUNO estamos para acatar la norma. Pero sin chapas.",3,Fecha de edición: Hace un año
46,Juan Mariano Alonso,"El problema principal de este gimnasio es darse de baja. Tienes que saberlo con bastante tiempo de antelación y hacerlo en un horario y con una persona en concreto. No sé os ocurra dar la tarjeta, os harán cargos que no os querran devolver. Mucho mejor que os lo pasen como recibo, podréis devolverlo. Leed bien la letra pequeña del contrato.",1,Hace 7 años
47,Frank Mendez,"Solo puedo recomendar este sitio; paso allí horas de cada día; así que vivo de cerca su atención, su dedicación, el personal es gente muy joven y muy comprometida. Enhorabuena",5,Hace 3 años
48,Javier González,"CUIDADO si os matriculáis. Es muy fácil matricularse y casi imposible darse de baja. Para hacerlo, os pedirán notificarlo en unos días muy concretos. Si no lo hacéis, pagaréis por adelantado aunque ya ni viváis en Madrid.

Las instalaciones no están mal, pero ni está bien iluminado (con los riesgos que conlleva) y el olor del baño es nauseabundo.

PD: animo a quienes tengáis alguna queja a escribirlo por aquí, para que todo el mundo sepa lo que hay, y no por los medios oficiales del gym (en donde no te hacen ningún caso).",1,Hace 3 años
49,Alejandra LA,"Aunque el personal es súper agradable y profesional, y el gimnasio tiene variedad de clases y espacios, no le pongo 5 estrellas porque necesita un arreglo urgente. Las máquinas están viejas y en algunos casos hay partes rotas. La sala de ciclo tiene goteras a menudo. Con la cantidad de gente que va a este gimnasio y la antigüedad del mismo, ya es hora de que lo cuiden un poco.",3,Hace 5 años
50,Alejandro Galdona Peñacoba,El gimnasio es muy completo y los monitores ayudan y aconsejan bien. He tenido trato con Germán y me parece una persona cercana y muy atento. Recomiendo al 100% ir a entrenar a este gym. Un saludo.,5,Hace 3 años
