id,name,comment,rating,review_date
11,VB SM,"Saludos a todo el que me lea, procedo a editar mi reseña para hacer unas puntualizaciones a la respuesta de la propiedad, prefiero hacerlo por este medio ya que cuando lo he hecho como me indica o no he obtenido respuesta o han consistido en evasivas y excusas. Con respecto a la organización por mucho que publique una clase en todas sus plataformas si ustedes no le pagan o le encargan esa clase a ningún monitor lógicamente no es impartida, yo no pretendo que nadie trabaje gratis, a lo mejor usted si, le hablo de la clase de ciclo publicada para este jueves 3 de julio a las 7:30 de la mañana con el consecuente perjuicio para los usuarios que acudimos (por cierto ese día ni tótems ni tornos funcionaban a primera hora). También le detallo mi reciente mala experiencia con respecto a la climatización (aunque ya lo hice en la calificación de la clase que rellene en la app y fui uno de los que me quejé en recepción). El martes 1 de julio a las 18:10 de la tarde con casi 40 grados en el exterior se impartió la clase de ciclo sin aire acondicionado ni ventilación convirtiendo la sala en una macrosauna, poniendo en riesgo la integridad de más de una treintena de usuarios. También estaría bien que pusiera a nuestra disposición más de una máquina press de hombro de poleas y cables, ya que una para más de 800 potenciales usuarios me parece insuficiente (la otra está averiada como ya lo estuvo hace unos meses). Ya por último espero la misma diligencia que tiene para responder a las reseñas la tenga para resolver las carencias de su negocio, déjese de evasivas, excusas, agradecimientos fingidos y por lo menos ofrezca unas sinceras disculpas. Por cierto la única inversión que he notado en un año ha sido sustituir una fuente que en invierno dispensaba un agua gélida y ahora en verano sale mas caliente que la de los lavabos, otra broma de mal gusto.

A continuación la reseña original:

Poco personal y parece que mal pagados por que los buenos se van. Mala organización, tienen publicada desde la semana pasada una clase de ciclo a las 7 y media de la mañana de hoy y no la tienen asignada a ningún monitor, el colmo fue esta misma semana otra clase de cardio la dieron sin aire acondicionado en plena ola de calor a las 6 de la tarde una irresponsabilidad contra nuestra salud. Maquinas viejas que cuando se estropean las repara un servicio externo que puede tardar semanas en acudir y a los meses se vuelven a averiar,desastroso. Lo más gracioso es que está masificado en las horas puntas y a cada poco suben la cuota, si lee esto alguna otra franquicia les propongo que echen números que en esta zona hay negocio y si lo lee algún responsable de Dreamfit ya se pueden poner las pilas que la avaricia rompe el saco… Me despido cruzando los dedos para que no se estropee el aire acondicionado durante semanas como el año pasado.",1,Fecha de edición: Hace 5 meses
12,Jose Ramon F. Marin,"Novedades: están instalando nuevas maquinas de cardio. Esperemos que parte del público que acude a este gimnasio sepa cuidarlas.
Antiguo: están haciendo mejoras. Por ahora poner pegatinas grandes, pintarlo todo de tonos claros (las goteras siguen ahí pero ahora se ven más), cambiar el suelo y cargarse varias de las aulas para avtividades.
Las máquinas siguen siendo las máquinas viejas pero en un contexto de tonos claros. No han terminado las obras, confiemos en la renovación de las maquinas aunque ya me veo la subida de dos euros a finales de año.
Llevo dos años y no han reparado ni unas eternas goteras que inutilizan varias cintas.
Lo de las goteras a enero 2025 sigue ahí, mezclando agua y electricidaf alegremente hasta que pase algo, claro.
Diciembre 2024, sin calefacción en plena ola de frío y subiendo tarifas.
Ahora anuncian subida de tarifas en 2025. . Cero renovación en maquinaria.
Los niveles de aforo que alcanza a determinadas horas y hacen que se vuelva imposible entrenar por la saturación de las máquinas.
El gimnasio está lleno de canis que deberían estar en el instituto pero están aquí preparándose para comprar su enésima pastilla del día después el fin de semana.
Gente hidratándose con bebidas energeticas que incluso participan de promociones en el propio gimnasio, como una reciente campaña de la bebida que te da alas, super sana sí.
En comparación con DreamFits de otras ciudades está muy anticuado con maquinas obsoletas.
Es comprensible que no muchas franquicias quieran invertir en zonas así pero sería un negocio interesante.
¿El ambiente? Muy Ciudad de los Ángeles, con ligera sensación de presidio.
En general, gente de barrio marginal con cara de pocos amigos y poco abierta a la diversidad.
En resumen, un ambiente bastante lumpen.",2,Fecha de edición: Hace 2 meses
13,jabónjabón,"Esa obra a cambiado todo a peor, ya no se pueden usar las Máquinas. Para usar una máquina hay que esperar 20 minutos por cada maquina, para rematar quitaron maquinas, por lo cual hay mucha gente esperando a poder usarlas.
Disputa por una maquina vayas por donde vayas, atros todo esto.
Todo está patas arriba mala gestión. No saben gestionar el espacio con la obra.
Tienen más espacio vacío que máquinas para trabajar. Nos tenemos que estar rosando unos a otros ya que las pocas máquinas viejas que hay están muy juntas y algunas averiadas.  Ni vayan a las 17  horas en adelante por que será una pérdida de tiempo.",1,Hace 2 meses
14,I. Inglés,"Llevo años en el Gimnasio y siendo consciente de que es una gran cadena ,quiero expresar varias sugerencias que llevamos arrastrando tiempo y que ahora con la nueva obra están desmejorado.Estan dejando el gimnasio cuasi a Oscuras.
Una de las mejores cosas de estos gimnasios es la iluminación natural,abierta y fría,la cuál ahora están cambiando a luz cálida artificial con la cuál se ve muy mal la sala y no es para éste tipo de espacios.
Ademas de filtrar las ventanas reduciendo intensidad,ocasionando que no entre luz natural y parezca nublado o de noche habitualmente.Total deshubicación de horario.La entrada del gimnasio está a oscuras , además de la luz puntual que han puesto en funcional que ciega cuando entrenas y da sensación de estar en un bar.
Los Murales generan demasiada intensidad y la intención en un espacio así es,neutralidad para despejarse y desconectar.Entrenar.
No entiendo estos cambios ,que están empeorando la calidad de visión para trabajar,cuando el problema es renovación y Ampliación de maquinaria,menos aforo de gente,cambio mosquetones y arreglo de Poleas, Implantación de Multipowers modernas y sobre todo la climatización,que en verano  y en Invierno pasas un calor sofocante y un frío gélido.
Agradecería tuvieran en cuenta que podamos ver cómo antes,Somos muchos usuarios que no entendemos éste cambio después de haber subido la cuota tras el COVID a 2 euros por mes,cada año.",2,Hace 3 meses
15,carlo jesus viviano,"Todo, instalaciones, atención, limpieza, etc se merece una puntuación de 100. El problema es que ya no es posible o casi imposible entrenar, mucha gente, la espera por maquinas es eternas, toca compartir entre 2 y hasta 3 personas. Al principio podía tardar en hacer mi rutina 1h. Hoy en día en 2h no acabo. La única hora medio libre es de 6 a 8 de la mañana. No puedo poner más estrellas porque la. Verdad es que últimamente siento que estoy pagando un gimnasio que no es rentable ya que es casi imposible entrenar completo y relajado",1,Hace 5 meses
16,Andreea Melenciuc,"Hay más aire en el propio centro comercial que en el gimnasio, por no hablar de la cantidad de gente que hay que no queda ni una máquina libre. Las subidas de precio anuales no fallan nunca (de 25€ a los 36,90€), pero no se ven reflejadas en mejoras reales del servicio. Dejar de meter más gente en el gimnasio haciendo nuevas ofertas y poner el aire",1,Hace 5 meses
17,Luisa Peres,"Hola, buenas tardes, escribo para pedir por favor que en la aplicación aparezcan o aparezcan reflejados con la mayor veracidad posible los monitores que imparten cada clase, para mi es importante esta información y vital como usuaria de clases colectivas, ya que sí que existen diferencias entre cada monitor en cómo da la clase, no es una cuestión caprichosa porque no todos lo hacen igual, ni se implican igual, ni tienen el mismo nivel como monitores o simplemente que puedas estar más a gusto con unos que con otros, no tengo nada más que pedir, poder elegir con quién entreno. Muchas gracias!",3,Hace 3 meses
18,Javier Moreno Obrero,"El gimnasio ya estaba muy bien con la reforma esta perfecto, pero si hay algo inmejorable es el equipo de profesionales que tiene ,me encuentro muy a gusto cuando estoy en el y el ambiente que hay es muy bueno como una gran familia , daros la enhorabuena por todo el esfuerzo que habéis echo para tener mejoras en el gimnasio y gracias al equipo de trabajadores que tenéis en este centro desde el director y resto del equipo,gracias",5,Hace 2 meses
19,Marimar Arenas,"Empecé hace dos años pero el gimnasio cada día estar pero cuidado , las reparaciones tardan semanas .
El precio sube pero los servicios son una basura . Quitando algunos monitores( Javis son los mejores)  y la facilidad para entrar a otros Dreamfit de la cadena( si pagas para ello) no lo recomiendo en absoluto.
Las fotos son todas del mismo día . Más de medio espacio de poleas roto . 0 soluciones.",1,Fecha de edición: Hace 2 años
20,Dariana Rodriguez,"Si pudiese no colocaría ninguna estrella. Mala no, MALÍSIMA distribución de las máquinas y pesas no hay un orden coherente en estas. Te exigen una toalla pero la mayoría de la gente que asiste al gym huelen mal mal y para completar no creo que lleven un faro lógico de la capacidad del gym Si por ejemplo el gym tiene capacidad para 100 personas le meten 500.",1,Hace 3 meses
21,Manuel Colonia Vela,"Después de un par de años asistiendo a Dreamfit de Villaverde, realmente me impresiona el nivel de mantenimiento que dan a las cintas de correr, muchas de ellas con desnivel, una que otra se balancea de lado a lado… y si quieres correr a más de 10km/h, ah… cuidado que se hace un auto stop de emergencia, (me ha pasado en 4 máquinas de la 2da fila). Y tmb comentar que hay gente que lleva doble toalla para ocupar 2 máquinas… juro que no había visto nada así… espero se mejore el mantenimiento de las máquinas/cintas y un poco de orden no vendría mal, ya que mucha gente va a entrenar lo que buenamente puede con el tiempo limitado.",1,Hace 3 meses
22,Carmen Segura,"Buenos días , era para realizar un observación primero la bueno , muy agradable todos los lugares ,en cuanto al aseo …JAVIER A-1  en su atención pero que desagradable llegó temprano hoy y le preguntó al joven de la recepción amigo será que por casualidad dejé unos guantes , todo con un aspecto de flojera me dice acá está veo y es que me acerca la cesta donde está toda la ropa y que yo la busqué , me sorprendió porque anteriormente Javier  y creo que es el administrador también un señor que tiene un parecido en físico a Javier muy amable  y atento me la buscó …. Este personal ni un buenos días deberían darle proteínas y café para que estén más atentos  y representen trabajadores de un gimnasio solo pendiente de un vídeo en el ordenador muchas gracias🧿🕉️🪷",2,Hace 6 meses
23,Ricardo Andrade,"Un chico súper grosero que se llama GERMAN con actitud arrogante y como si fuera dueño del gimnasio quería cobrarme 0,50 centavos y sus otros colegas nunca me cobraron nada por olvidarme 1 día de la pulsera él sabiendo que faltaba 1 hora para cerrar el gimnasio no me dejó entrar, vino otro colega que fue más profesional y resolvió el problema de la mejor manera",1,Fecha de edición: Hace 3 semanas
24,JLuis BR,Muy bien! Voy desde que fue inaugurado y la verdad que cada día mejora más! Todo muy limpio y con muchas maquinas para elegir la que mejor se adapte a ti! Felicidades equipo dreamfit,5,Fecha de edición: Hace 2 años
25,El Junglero69,"Alla va la reseña de un usuario que ha ido a este gimnasio de forma intermitente en periodos de 6 meses a 1 años durante los últimos 6 años.
A las personas que vayáis por las mañanas, bien hecho, es un buen gimnasio.
Aquellas personas que solo podáis entrenar de 5 de la tarde a 9 de la noche, buscaos mejor un gimnasio en el Donbas o en Mariupol, hay más gente a esas horas aquí que en el frente de Ucrania.
La estrategia de este gimnasio será estudiada en las facultades de ADE. La estrategia es subir el precio, no limitar de ninguna forma la gente que se apunta, y, para mayor inri, tener 30 salas enormes de clases que la mayoría están vacías la mayor parte del día.
Ir un lunes o un martes (o casi cualquier día de la semana) a las 6 de la tarde es entrar a una distopía de pelos brócoli, móviles y personas que solo van a ligar, en donde si encuentras un banco libre sentirás lo mismo que a quien le toca el euromillon, pero luego entra en quiebra por gastárselo todo en coca, ya que cuando estés en el banco, harás un ejercicio que chocará con el del banco de al lado.
Hablemos de la contractora, una leyenda. Es la máquina más usada del gimnasio, y si la ves algún día vacía, correcto, está averiada. Añadir una contractora más no se puede, porque sería gastarse dinero, pero oye, en la celebración del decimo aniversario del gimnasio te pusieron un dj, empate. Debe ser que una mesa de dj entra pero otra contractora no.
La conclusión es fácil, si te apuntas, ve por la mañana, si solo puedes ir por la tarde, ahórrate el dinero y ve al parque a tomar unas pipas.
De los trabajadores no tengo ninguna opinión, parecen majos, y hay algunos de prácticas, así que supongo que se aprovecharán y los tendrán explotados por parte de la empresa.
Conclusión final: entrenaría mejor yendo todos los días a un Decathlon que aquí. Gimnasio charca de época.",1,Hace 7 meses
26,Eduardo Martínez,"Sin más, un gimnasio grande con muchas maquinas y muchísima gente. Los monitores imagino que estarán pendientes de sus clases, pero no he asistido a ninguna, no puedo opinar. Lo que no he visto nunca es a un monitor echando una mano a ningún usuario.
Pues eso, si te autogestionas bien, si necesitas ayuda no es tu lugar.",3,Hace 6 meses
27,Sabri Xd,"Me parece absurdo que te cobren un mes antes que el mismo empiece, una estafa total, fui a cancelar hoy el servicio y me dijeron que si no voy antes del día 20 me cobran un mes completo igualmente si está cancelado o no. Como vais a cobrar un servicio que ni siquiera ha sido utilizado antes? Eso es denunciable
Aparte me quedé muy insatisfecha con el gimnasio, siempre petado de gente, mucho calor,pocas máquinas de piernas, monitores inexistentes (si necesitas algún consejo de como utilizar alguna máquina olvídate)",1,Hace 5 meses
28,Carlos Moreno,"No es posible valorarlo mejor, es imposible entrenar ya que hay demasiada gente para el material del que se dispone; no hay orden en el material ni en la sala, cada cosa está tirada por cualquier sitio y sin ordenar correctamente, espejos rotos con el peligro que supone, máquinas estropeadas constantemente y que tardan muchos días en arreglarse, personal de sala inexistente, normas ridículas que te impiden usar cierto material si no estás en un lugar determinado aunque dicho material no lo esté utilizando nadie.
Gimnasio low-cost en todos los sentidos, low-orden, low-higiene, low-material, low-mantenimiento, low-espacio, low-gestion.",1,Hace 3 años
29,Daniel DG,"Gimnasio demasiado lleno a todas horas, no respetan aforos ni controlan a la gente que se tira 1h con la misma máquina. Además, han subido los precios muchísimo, costando ahora la inscripción 45€ y la cuota mensual más baja 41€. Una locura de precios para lo que ofrecen… A ver si abren otro gimnasio grande cerca y se les acaba el chollo y el “monopolio” que tienen montado.",1,Hace 6 meses
30,Eduardo Luján Díaz,"Pésimo servicio para darse de baja. A finales de Junio nos dimos de baja y nos dijeron que no había problema, pero este mes nos han cobrado. Dicen que para que cuente la baja del mes siguiente tiene que hacerse antes de día 20, pero en ningún momento nos informaron de eso. Una gestión nefasta por parte de la atención al cliente",1,Hace 4 meses
31,Laura,"Soy socia desde que se inauguró el gimnasio y jamás han tenido un mínimo detalle hacia los socios que llevan inscritos desde el principio sin borrarse.
La sala y las instalaciones están bastante bien (a veces hay alguna rota que se tira así varios días pero por lo general bien). Diría que es el único aspecto positivo de este gimnasio, junto con su buen horario de apertura para poder disfrutar de las instalaciones.
Ahora bien, como aspectos negativos podría hacer una larga lista…
1. El cliente es un número y su opinión importa entre nada y menos. Si te vas, otro vendrá.
Cuando gusta mucho un monitor, de repente acaba desapareciendo. Rivaldo, siendo el monitor que más socios movía ya no está, y lo mismo pasó con Noemí en su día. Pese a que son muchos los socios que se quejaron y se han quejado de esto, a la empresa le da lo mismo y te dicen que es lo que hay, demostrando que eres un número más y no demuestran los valores que tanto dicen promover de buen rollo y que te sientas bien en el gimnasio y sin dar ningún tipo de explicación al cliente o permitiendo que al menos se despidan. Falta de transparencia total. No se dan cuenta que el gimnasio no solo lo hacen las instalaciones, si no el personal que trabaja allí. Y sentir la cercanía por parte de los monitores y que impartan la clase de manera adecuada y con buen rollo marca la diferencia.
2. Masificación en sala y clases. Y si, que si las horas puntas que si bla bla, pero no hay día que sea capaz de completar un entrenamiento sin tener que esperar, y evidentemente mi jornada laboral no me permite ir en horas valle.
3. Goteras. Hay que retirar máquinas de correr porque justo hay goteras encima, en la sala de clases también hay… en fin, un día podremos hacer una competición de natación.
4. La zona de crossfit es al aire libre y por mucho que esté techada una parte, no está cerrada, por lo que en invierno te congelas y en verano te da algo.
Como no tienen competencia cercana, se aprovechan de este aspecto. Espero que abran pronto un gimnasio que les pueda hacer la competencia y genere más oferta en el barrio.",1,Hace 8 meses
32,Angel Fernandez,"Personal ,maquinas,horarios,Fisio muy bueno.
Tienen un gran equipo humano,
Muy bien Gim..
Han reformado dando otra imagen...estupendo...",4,Fecha de edición: Hace 2 semanas
33,Yessenia Chiriboga Macas,"El gym a cambiado a mejor.
Máquinas nuevas, mas espacio para entrenamiento libre y mucho mejor orientado
Me gusta como a quedado.",5,Hace 2 meses
34,Maria Hernández,"Después de muchos años me desapunte, a pesar de que es un local enorme,está muy descuidado,en verano no se nota el aire, a pesar de ir bien temprano nunca pillaba una multipower...por no decir los días q hacen pierna los grupos de fuertecit@s olvídate de pillar máquina,todo esto por 40 euros...luces led en toda la cara insoportables mientras entrenas,una luz más calida sería mucho más agradable.Nada de low cost pero si low calidad... realmente creo q podrían hacer un gimnasio mejor con ese local enorme.",1,Hace 3 meses
35,Miguel,"Gimnasio muy masificado, da igual a la hora que vayas, te tiras 15-20min para usar cualquier máquina y en cuanto te sientas ya tienes a 3 personas preguntándote cuánto te queda. Además muchas de ellas están muy descuidadas o directamente rotas.

Precio desorbitado para lo que ofrecen, casi 40€ que no son moco de pavo en estos tiempos que corren. Deberían limitar el aforo o aprovechar las zonas de arriba donde tienen todo prácticamente vacío, así están las elípticas de arriba, la mitad rotas porque ni se usan ni se reemplazan.

Ahora saltarán con el típico mensaje copia pega diciendo que están en vías de solucionarlo aumentando máquinas y dando más clases dirigidas. Que solución es esa? Si ya no hay espacio para ponerlas en la planta inferior, si nos vamos tropezando unos con otros de la gente que hay usando máquinas o esperando, y además a la mayoría de horarios de clases dirigidas van 4 mataos. Añadir que hay una zona de CrossFit enorme que no se usa nunca, mientras la zona de fuerza está hasta los topes, CrossFit y la planta superior vacías. (Añado foto)

La única solución es limitar las altas de abonados, cuidar los aforos. Pero claro eso limita el montante mensual y no gusta, es mejor comprar reseñas con años de abono gratuito o promociones varias que no van a ningún lado.

Mal camino lleva esto, más que un gimnasio donde entrenar parece una discoteca latina abarrotada, y para colmo demasiada peña va allí a usar el móvil sentado en las máquinas y hacer el ligoteo y la imbecilidad, reservan máquinas cuando no se puede, no quitan los pesos ni colocan mancuernas, etc.

Vamos que se junta el hambre con las ganas de comer. Otros Dreamfit como por ejemplo el de Moratalaz están bastante mejor, este sin duda debe ser de los peores de Madrid, si no el peor.",1,Fecha de edición: Hace un año
36,Alejandro Jimenez Martinez,"Es un gimnasio muy grande con mucha variedad de maquinas y de clases, estoy encantado con todo.",5,Hace 2 meses
37,Aura Cristina Ortiz López,"Hay tanta gente, que a ciertas horas casi ni entramos todos, entre máquina y maquina no hay suficiente espacio, además de máquinas rotas. Por ejemplo solo hay dos maquinas de adductor y las dos rotas, el aire rara vez se siente y los monitores solo están para regañarte por cosas sin sentido (quitarte los zapatos, fotos, llevar pesas de un sitio a otro, etc...) Si necesitas ayuda no los esperes.
Ahora han puesto un buzón de sugerencias para evitar las malas reseñas, pero ni caso hacen.",1,Hace 2 años
38,Alexandra Orozco Gil,"No está mal, pero han subido la mensualidad y no me parece justo ya que algunas máquinas mantienen estropeadas y aparte de todo el aforo no creo que sea controlado ya que hay días en los que es imposible ejercitarse por la cantidad de gente y tampoco ay control de la gente ya que se sientan en las maquinas y no hacen nada por que están con el celular, pero haces el reclamo y te ganas un problema, así que deberían de bajar el precio.....no subirlo",2,Hace un año
39,Ignacio Ruiz Rodriguez,"También he trabajado en este como electricista y desde el principio de de la obra,al final se quedó un local muy chulo y bonito.Al principio tuvo mucha gente apuntada a sus actividades.
Hay van unas fotos durante la obra👌…",4,Hace 6 años
40,Tofu,"Un gimnasio poco cuidado, masificado y con unos precios muy altos. Da igual a la hora que vayas que siempre hay gente ocasionando que haya días que según entras te vas porque no puedes hacer ningún ejercicio de lo que tienes que esperar. Supuestamente hay aforo limitado, pero cada día veo más gente y parece que no lo controlan. Las máquinas rotas tardan en repararlas semanas. Cada año suben el precio de las cuotas y no sé para qué, si no ponen nada nuevo. Lo peor es que la gente se sigue apuntando a pesar de pagar 41€ al mes, una locura",1,Hace 11 meses
41,jose manuel barroso pantoja,"Este sábado fui al centro a solicitar el día de prueba , tuve la mala suerte de presenciar lo que parecía un ataque epiléptico o algo por el estilo.
Mientras esperaba para ser atendido me sorprendió muchísimo la rapidez y la efectividad con la que actuó la chica con la sudadera de coordinación que estaba en ese momento atendiendo parecía conocer las maniobras a la perfección!.
Desde luego que da gusto ver cómo en un centro deportivo la gente tiene estos conocimientos sobre como actuar en casos de emergencia.
Pese a la espera y la situación después me atendió genial y super amable!
Nos veremos por dreamfit!",5,Hace 8 meses
42,Sofia Ramírez,"Me encanta dreamfit. Grandes monitores, siempre múltiples horarios y multitud de máquinas. Un ambiente de 10. Gracias x hacerlo posible
Quiero remarcar que en la recepción siempre te atienden con una sonrisa y te ayudan en todo y se agradece 😊…",5,Hace 2 años
43,Carlos Cambronero,Germán atento agradable y colaborador. He ido a dar de baja a un amigo y ha sido súper amable,5,Hace un mes
