id,name,comment,rating,review_date
32,Alin P,"Decidí inscribirme en este gimnasio porque es el más grande cerca de mi casa y ofrece un buen precio. A continuación, detallo mi experiencia con algunos pros y contras:

Pros:
- El gimnasio es amplio.
- Tiene sauna.
- Dispone de una terraza para tomar el sol.
- Ofrece una variedad de clases.
- Buenas máquinas y peso libre.

Contras:
- Hay demasiada gente, lo que hace que el gimnasio se sienta pequeño.
- Hay pocos baños para la cantidad de gente que hay. Los baños de mujeres están sucios.
- El sauna huele horrible porque la gente no usa toalla. Deberían hacer obligatorio el uso de toalla para evitar la acumulación de sudor.
- Algunos trabajadores del gimnasio son groseros y parecen tener como objetivo regañar a los clientes por cosas sin sentido.
- Algunos clientes utilizan varias máquinas al mismo tiempo y no quieren compartir, y no hay instructores pendientes de esto.

En una ocasión, el jefe del gimnasio estaba dándole una introducción a un instructor de ciclo. Yo estaba fuera del salón y a la hora exacta pasé mi pulsera para entrar y me quedé en la puerta esperando a pasar a las bicicletas. Me regañó y me sacó de la sala y me dijo que esperara. Cuando salió nos dijo que pasáramos la pulsera, a lo que contesté que ya había hecho el “check in”, a lo que contestó “tienes que volverla a pasar, nunca vuelvas a pasarla si no está el monitor aquí”. Lo dijo de una manera tan borde, aprovechándose de su pequeña y única autoridad en la vida.

En otra ocasión, un instructor me regañó con un tono borde por llevar una mochilita del tamaño de una bolsa de cuerdas y me hizo dejarla en los lockers. Esto es incómodo porque ahí cargo mis ligas, agua, botella, etc. Ahora llevo una bolsa de cuerdas dentro de mi mochilita por si vuelve a decir algo, la meto en la bolsa y listo. Es absurdo permitir una bolsita de cuerdas pero no una mochilita, que básicamente son lo mismo en diferente presentación. (Ese mismo instructor debería de ponerse a ver quien no quiere compartir los aparatos mejor, o a poner las pesas en su lugar, o a hacer rutinas, yo que sé).

Mi última queja es que salí 1 minuto tarde y me enviaron un correo con tono amenazador. Esto parece ser una práctica común según otros comentarios que he leído.

¿Lo recomiendo? La verdad es que no, pero por el momento es la única “buena” opción disponible cerca de mi. Si encuentro otro gimnasio mejor, definitivamente me cambiaré.",2,Fecha de edición: Hace un año
33,Manuel Ramos Lopez,"Llevo entrenando aquí desde que se inauguró. He conocido unos cuantos gimnasios y éste es el mejor sin duda. Muy amplio y variedad de máquinas y pesas. Limpio y bien gestionado. Por las mañanas se entrena bien, siempre tienes máquinas libres. Sauna y baño de vapor, imprescindible para mí.",5,Fecha de edición: Hace 2 años
34,Chris E,"No me queda opción que dejar el gym, siempre están rotas las máquinas. Las bicis s101 las dos rotas, cada dos por tres algo roto. Hay dos gyms más por el barrio",1,Hace 8 meses
35,Ramon Mellado Peragon,La verdad yo estoy contento y eh conocido a mucha gente y los monitores son muy agradables y dan muy bien las clases me gusta mucho y forma parte de mi vida,3,Fecha de edición: Hace 2 años
36,Patri Guerrero,"¡Hola! Llevo poco tiempo aquí y hoy me ha sorprendido ver en el vestuario de mujeres(a mediodía y estando casi vacío con muchas bancas libres )como una mujer rubia de unos 30-35 años va y pone sus cosas ( toallas, botellas) literalmente encima de las cosas de otra chica morena de gafas que se estaba cambiando en ese espacio, la chica afectada se queja y la rubia le contesta de forma agresiva y gritando que puede hacer lo que quiera porque paga la cuota (¡Como si el resto no pagáramos nada!) entonces la afectada va a reclamar  a recepción varias veces y nadie viene, mientras la otra mueve las cosas, se cambia en el espacio que le quito a la que ya estaba y hace una foto, imagino que para tergiversar la situación.
Mi pregunta es para la dirección del centro ¿Qué tipo de políticas y normativa tenéis si un socio/a tiene este tipo de comportamientos invasivos y fuera de lugar hacia otros socios ? Que seguridad tenemos los demás socios de que no nos pase esto a nosotros?  La afectada estaba muy tranquila hasta que monto en cólera, por la no respuesta del centro y falta de empatía y educación de la otra, y las demás no sabíamos que hacer o decir para apaciguar los ánimos entre ambas.
Creo que si algún responsable del centro le hubiese hecho caso a la afectada y le hubiese explicado a la segunda que eso no se puede hacer, esto hubiese quedado en nada, las dos se disculpaban y santa paz.
De todos modos, la educación viene desde casa, y el comportamiento de la rubia no es culpa del centro. Pero alguna regla debe haber para que si tú te estás cambiando no venga otra persona a moverte las cosas y sacarte de tu lugar, más cuando todas llevamos cosas muy personales e íntimas.",1,Hace 11 meses
37,Alex Torres Cahuaza,"Gimnasio amplio, relación calidad precio inigualable, instalaciones nuevas y sobre todo con la higiene, mucho espacio y muy bien ventilado, en éstos tiempo se mantiene la higiene y los puestos para desinfección.",5,Fecha de edición: Hace 3 años
38,Rosa Bravo,"La verdad es que estaba bastante satisfecha con el gym hasta que hoy cuando iba a salir tenía bloqueada la salida.

Me acerqué al mostrador y me dice una chica, muy amable, que tenía el acceso bloqueado porque he incumplido el horario.

La expliqué que sería el sábado porque estuve en una clase de spinning virtual que TERMINABA a las 20:00 horas.

Con objeto de no salir más tarde de la hora, salí antes de que terminara la clase del estudio, me pasé por taquilla, cogí mi mochila, NO me duche y salí.

No saldría más tarde de las 20:02 ó 20:03.

Si sois tan estrictos con el horario, estaría bien que las clases terminaran a las 19:30 o 19:45, pero no a las 20:00... Es una incongruencia.

Y después he recibido una carta que me amenazaban con expulsarme.

Me parece bien que controlen el horario, pero dejar 5 minutos de cortesía no estaría de más...entre otras cosas porque puede haber una diferencia de pocos minutos entre el horario del gimnasio y el mío. Aún hay gente que utiliza relojes de agujas y que no tienen una pantalla!!!

En fin me parece una medida desproporcionada y fuera de lugar.

Si hay usuarios que abusan de las instalaciones fuera del horario me parece bien... Pero vamos tener esta sensación de persecución y de estress por seguir los horarios de clases implantados por el propio gimnasio me parece un despropósito.

También estaría bien que controlarán los usuarios que se quedan eternamente en las maquinas con el WhatsApp impidiendo a otros usuarios el uso de las mismas. Eso sí estaría bien que lo controlarán, pero no a los que vamos a relajarnos al gimnasio, cumplimos las normas , somos respetuosos y tenemos la sensación de persecución.

Y en las clases virtuales de spinning y de elíptica estaría bien que revisaran la ventilacion de las mismas.

Un saludo",1,Hace un año
39,Susana,"De los mejores gimnasios de ls zona,buena calidad precio ,las máquinas son muy buenas y se suele entrenar muy agusto.Es verdad qué por la tarde hay más gente pero como en todos los gimnasios.Las clases son de 10.",5,Hace 8 meses
40,Alberto Alonso,"Aunque siempre está lleno de gente, hay tantas máquinas que siempre encuentras libre una de las que buscas.
Las clases son superdivertidas y llenas de gente con ganas de pasarlo muy bien.
Los vestuarios son cómodos con taquillas de buen tamaño y duchas con agua caliente todos los días.

Y lo mejor de todo, el personal. Siempre atento a tus comentarios y te solucionan cualquier problema.",5,Hace 2 años
41,Dida Ion,"La verdad es que estaba bastante satisfecha con Dreamfit hasta que empecé a notar algunas situaciones que me parecen desproporcionadas. Una de ellas es el tema de las sanciones por salir uno o dos minutos más tarde. Me pasó lo mismo que a otros usuarios, y sinceramente, es una medida que considero exagerada.

Entiendo que quieran controlar el horario, pero imponer sanciones por salir apenas un par de minutos después de la hora no tiene sentido, sobre todo cuando las clases terminan justo a la hora de cierre. Sería más razonable dejar unos minutos de cortesía para evitar esta sensación de estrés y persecución.

Además, noto que se presta mucha atención a estas pequeñas infracciones, mientras que se descuida algo tan básico como el control de usuarios que se quedan en las máquinas sin usarlas, entretenidos con el móvil. Eso sí que debería controlarse más.

En fin, entre la sensación de estar vigilada todo el tiempo y las incongruencias en la gestión, creo que es hora de reconsiderar si este es el lugar adecuado para ir a relajarse y hacer ejercicio.",1,Hace un año
42,Luna Lilo,Llevo semanas tratando de contactar con ellos porque no me puedo desplazar debido a una lesión y no hay manera. No contestan al correo.,1,Hace 2 meses
43,Natalia Zamora,"El gimnasio es excelente, buena limpieza, variedad de clases, variedad de entrenadores y todos muy cercanos y amables para resolver tus dudas, apoyarte o corregirte un ejercicio si lo necesitas. Además el gimnasio tiene salas virtuales con clases cada hora que permite que puedas encontrar una actividad en el momento del día que tienes libre, también están continuamente poniendo más horarios para las clases y escuchando la opinión de los socios para implementar las recomendaciones. Especialmente recomiendo las clases de pilates que son excelentes, las de cuerpo inferior y las de baile",5,Hace 2 años
44,Edwin Manuel,"Me he cambiado a este gimnasio este mes y por ahora lo recomendaría totalmente, mucho espacio bien distribuido, el personal es amable en su mayoría y las instalaciones están cuidadas!",5,Hace un año
45,Miguel Angel Jose Castejon Alvarado,"Mi experiencia en este gym ha sido excepcional. El personal es amable y servicial, las instalaciones están limpias y bien equipadas, y la variedad de clases y equipos disponibles es impresionante. Definitivamente lo recomendaría a cualquiera que busque un lugar para ponerse en forma y sentirse saludable.",5,Hace un año
46,Alberto Sánchez,"Es la primera vez en mi vida que escribo una reseña, a raíz de un sorteo del gimnasio. Sorpresa, sorpresa, solo puedes ganar el sorteo si la reseña es muy muy positiva y creativa. Esto da una idea de para qué sirve leer las reseñas (buenas o malas). Dicho esto, que me inhabilita para ganar el sorteo: llevo siendo socio desde que abrieron el gimnasio, y no me he dado de baja, así que supongo que será porqué estoy contento, especialmente si tenemos en cuenta que han logrado que vaya con cierta regularidad.",4,Hace 2 años
47,alba castillo garrote,El gimnasio está muy bien pero hay dos cosas con las que no estoy de acuerdo: las promociones casi nunca están incluidas en este gym y si se te olvida la pulsera aunque sea la primera vez en años que se te olvida no te dan solución más que pagar o irte a tu casa a buscarla. Con clientes que llevan años y van a diario y no son hechos que ocurran deberían de dar un cierto margen aunque sea 1 vez,3,Hace 2 años
48,Mari Carmen sierra,"Excelente trato y cálidad
Sergio en especial gran profesional",5,Hace un mes
49,Soraya Varas Maroto,"Llevo un año en este gimnasio y es la caña, tu cuerpo te pide ir a diario! Los monitores más enrollados y profesionales que he visto, instalaciones limpias( sin pelos en las duchas!!!!), Precio competitivo y gran espacio para hacer de mis tardes lo mejor del día.",5,Hace 2 años
50,Antonio B. C.,"Me inscribí motivado por las buenas reseñas y ayer me di de baja tras seis meses de entrenamiento. De 17 a 22 está lleno de ciclados, encontrar banco o máquina libre es una utopía. Por la mañana más de lo mismo pero con niñatos, jubilados o amas de casa haciendo 300 repeticiones por serie y retrasando el entrenamiento ajeno. Los monitores cambian cada semana y la atención es bastante mejorable. Ya me he apuntado a otro gimnasio de la zona, hay que huír de este tipo de cadenas.",1,Fecha de edición: Hace un año
51,Bardo Cuerdas,"El gimnasio es amplio, iluminado y tiene mucha variedad de maquinas.
Quitando los clientes, que hay de todo, al final vas a entrenar y estar en forma.
Mi puntuacion se debe a que repentinamente nos ha llegado un email en el que se indica que hemos abandonado el gimnasio durante el turno de tarde pasadas las 23:00 (avisados por un trabajador muy majete la noche anterior sobre esta nueva politica). En dicho email, sin dar mucho detalle, da la sensacion de que te avisan de que si se repite te acabaran echando...
Entiendo y respeto el horario del gimnasio, pero el gimnasio cierra a las 23:00, hora en la que puedo asegurar que todavia hay usuarios, y al final salimos a las 23:02-23:03, no es que estemos hasta las 23:30...
Desde luego que mi pareja y yo no tenemos pensado volver en horario nocturno (aunque realmente no solemos ir por la noche).
Considero un poco exagerado este hecho.
Si es cierto que a las 22:30 avisan que en media hora cierran y que a las 22:45 que cierran en 15 minutos y como 10 minutos despues agradecen que por favor procedamos a salir, pues imaginate que a las 22:45 decidas ir a ducharte y tardes justo 15 minutos mas lo que tardes en vestirte, sigues saliendo pasadas las 23:00.
Considero que deberian permitir un margen de salida.
Ya somos adultos como para saber que hay un horario y que los empleados tienen su vida fuera de esos muros.

PD: Se me olvidaba mencionar que la ventilacion es mejorable. En varias ocasiones he llegado a notar cierto sofoco por el calor y nada de corriente de aire.
Los ventanales deberia! tener en la parte superior una ventanilla abatible para que haga corriente con la activacion de los ventiladores o extractores (no se exactamente como tienen la instalacion del recorrido de extraccion/ventilacion de aire).

RPD: Bajo mi puntuacion por otro suceso que me parece ya exagerado.
Fui otro dia por la noche y estaban dos monitoras, una chica española y otra que debe ser de Honduras o Guatemala.
Estaba utilizando una maquina y la chica española me pregunto por unas pesas que tenia en el suelo, le indique que las iba a utilizar y que colocaria todo al terminar.
Cuando termine solo pude colocar dos, porque en la maquina no habia espacio disponible donde se ubican los discos. Acto seguido fui  otra maquina de la entrada del gimnasio y cuando estaba en un descanso la misma chica se acerco y me pregunto si habia terminado con la maquina anterior, le dije que si y me dijo si podia colocar los discos, le indique que coloque los que pude, pero que el resto no, porque no habia espacio...total, que me dispuse a colaborar como me pidio, pero cerraban en 4 minutos y no queria otro aviso por email (ya indicado arriba), asi que fui al vestuario a por mis cosas y a marcharme. Cuando estaba apunto de pasar por recepcion la otra chica (latina), me paro y me indico que su compañera me habia pedido colocar los discos, a lo que yo le explique lo mismo que a su compañera. Parece que no me entendido y me indico que si no lo hacia tendria una amonestacion porque, y recalco esta frase, es ""mi obligacion"" colocar lo que utilizo. Le volvi a explicar el motivo de haber dejado varios discos en la maquina y que si no salia ya iba a ser amonestado, me repitio lo mismo y le dije que si querian que colaborara me dejara salir y que ella me abriera por la puerta auxiliar para no salir tarde con mi llave...tuve que decirselo 3 veces para que lo entendiera. Finalmente hicimos lo que le propuse, me indico que hay una plataformas donde se colocan los discos (tambien estaban llenas, que ironia), asi que los busque y coloque los discos como pude, y me fui.
Personalmente opino que ser perseguido por dejar unos discos en su maquina o alguna cosa en otro sitio como si fuera una caza de judios es una exageracion y encima decir que es tu obligacion colocarlas cuando estas pagando por un espacio y un servicio...yo coloco siempre las cosas en su sitio por empatia a los trabajadores los cuales no permiten que los que estan en Practicas coloquen las cosas, porque es obligacion del cliente...ojiplatico me quedo.",1,Fecha de edición: Hace un año
