id,name,comment,rating,review_date
11,Marisa Pereiro,Me gustan mucho las clases dirigidas pero el spa está un poco mal porque el agua está bastante fresca y algunas piezas no funcionan. También diría que en las duchas del vestuario algunas veces falta jabón y donde se pone los geles y champús suele estar rotas.,5,Hace 3 meses
12,Mercedes Martin hernandez,"Estaría muy bien si no fuera porque está lleno. No se puede ir a una hora normal. No controlan la cantidad de gente q entra en musculación y se torna un estrés. Solo se puede ir a las 15:00 horas y a las 16:00 empieza a llegar gente. Mi opinión es esa que deberían abrir antes por la mañana para los que entramos a trabajar pronto que nos dé tiempo. Si pusieran un gym más caro pero más grande en musculación para que se pueda trabajar me cambiaría sin dudarlo. Los fines de semana se queda sin papel el bańo y los lavabos casi siempre…
Yo estoy esperando que abran un gym nuevo en el barrio más grande .. yo no necesito una piscina pero si más máquinas y más espacio .. menos gente. Sino no se puede ir. No se puede. Ni los fines de semana.
Por cierto. He visto a algún monitor sacar fotos y eso…es GRAVE.
Un saludo",3,Hace 5 meses
13,Andy,"No hacen mas que matricular clientes. Ningun control del aforo y eso que voy temprano por la tarde, pues esta hasta arriba y cada vez mas. Podrian poner un tramo de aforo reservable por la app al igual que las clases dirigidas.",1,Hace 2 meses
14,Álvaro Benito,"Calidad low cost, a precio de premium. El mantenimiento de máquinas e instalaciones brilla por su ausencia, mientras los precios se incrementan regularmente. Los monitores de sala, jamás corrigen a nadie, aunque ejecuten de forma incorrecta. Hoy mismo: se niegan a dar una clase por ser nosotros los únicos, y te avisan cuando estás con tu hija preparados en la puerta de la sala. El remate: el parking y baños se han convertido en territorio de los repartidores de Glovo. Un despropósito, cada día, peor. No se corresponde con su precio.",2,Hace 4 meses
15,Marcos Wrobel,"Ojo!!! En menos de 1 año me han subido la cuota mensual… IPC por contrato en menos de un año, y después al siguiente y ahora un aviso en 15 días de que aumentan para ‘garantizar’ el servicio… nadie manda un mensaje así a los clientes en periodo vacacional cuando muchos viajan…. hice la reclamación y me invitaron a darme de baja de pleno derecho…. ¡Qué trato a los clientes! creo que pasan apuros, máquinas siempre con problemas, no veo mantenimiento con equipos tan viejos y el wifi que no funciona… no por falta de avisarles, es que no pueden, pero siguen subiendo los precios a los abonados…. Promoción para nuevos usuarios, pero no para mantener a sus clientes!
Y cuanto al aviso de aumento en 15 días? Y mantenimiento? Y mejores equipos?",1,Fecha de edición: Hace 10 meses
16,Jose Ramon Perez,"Era un gimnasio fabuloso, pero solo se han dedicado a captar clientes y han abandonado por completo el mantenimiento. El personal de limpieza es muy agradable y está todo el día funcionando, pero las instalaciones cada vez tienen más deficiencias y cuando antes la solucionaban en 24 horas, ahora he llegado a notificarlas hasta 8 y 10 veces y continúan sin resolverlas. El agua de la piscina grande está siempre fría, muchas duchas funcionan mal, los grifos del spa fallan y un largo etcétera",2,Hace 7 meses
17,Mario Vadiniense,La atencion en recepcion podria ser mas correcta. La informacion en su pahins web no refleja la realidad en relacion a las condiciones. El estado de las instalaciones de sauna es mala.,1,Hace 2 semanas
18,GZM,"El gimnasio es amplio y con una gran variedad de actividades y servicios. Yo mejoraría el parking. No es muy amplio para todos los clientes, y las plazas son estrechas.",5,Fecha de edición: Hace un mes
19,Alvaro Niño Martín,"Muy mal. La gestión es malísima. Lamento el día en que contraté la cuota anual.
Hay muchos más socios de los que las instalaciones pueden atender.
Ya van varios findes de semana que literalmente no se puede acceder. El parking es un desastre. Puedes estar 10 minutos dentro sin conseguir aparcar y al final te tienes que ir. deberían avisar fuera de que está completo.
La sala deja mucho que desear: material muy antiguo que no funciona bien, faltan máquinas que encuentras en cualquier gimnasio low cost y la temperatura es demasiado alta incluso en invierno.
Hasta hace meses tenían un buzón de sugerencias que ya ha desaparecido. Ni siquiera se molestaban en atenderlas.
Lo mejor que tiene es el personal",1,Hace 8 meses
20,Daniel Gago,"En mi opinión, el mejor gimnasio de toda la zona norte de Madrid.

Es el único al que he ido que no da asco el lunes a las 8pm.

Es algo más caro que el precio promedio, pero merece totalmente la pena por las instalaciones, luz natural y el tamaño de la sala fitness.

Si puedes coger la tarifa de pareja, se queda en muy buen precio",5,Hace 6 meses
21,Rosa Arriba,"Ten cuidado, te hacen reservar las clases pero sus aparatos de entrada no funcionan bien  y pueden penalizarte por clases a las que has asistido y pasado la llave. Luego telefónicamente no te atienden para ayudarte a solucionar problemas.",1,Hace un mes
22,Adriana Tostón,"Buen gimnasio, gran variedad de servicios y clases dirigidas. Se ha sabido adaptar a la ""nueva normalidad"" a la perfección y genera mucha confianza los sistemas establecidos. Hay que reservar para asistir a clases. El material se limpia con el producto q ofrece el gumnasio, y a su vez desinfecta.",5,Fecha de edición: Hace 5 años
23,Miriam León,"Ha bajado muchísimo la calidad. Suben la cuota, tienen un montón de taquillas estropeadas y ahora aunque han renovado las máquinas, han dejado muchas menos, con todo el espacio desaprovechado. Así es imposible ir a ciertas horas.",2,Hace 2 meses
24,Carmen GOMEZ LOPEZ,"He tenido una mala experiencia con parte del personal, que fue bastante antipático. Además, sería importante que informaran con antelación sobre los cambios de horario en festivos, ya que no está anunciado en ningún sitio. En la web aparece como abierto, pero luego vas hasta allí y está cerrado. ¿Y qué se supone que hago yo en ese caso? No cuesta nada actualizar la información y evitar este tipo de situaciones. Falta profesionalidad, tanto en el trato como en la gestión básica de la comunicación con los usuarios.",1,Hace 5 meses
25,susana baztan,Todo en mal estado no funciona ni sauna ni baño turco está roto siempre los grifos material de sala de musculatura defectuoso la mitad roto y con más inri suben las cuotas todos los años una pena como siga así me voy del gimnasio,1,Hace una semana
26,Santi Magana,Es mi gym. Recomendable 100%. Por instalaciones por trato del personal y monitores por las clases por la limpieza.... en fin 5 estrellas. Gracias,5,Hace 3 meses
27,Nacho Lopez,"Hola. Quiero sumarme a las quejas recientes en relación con en estado del spa. Voy frecuentemente y el fondo del spa está lleno de arena, sucio, la pileta de agua fría no funciona, las paredes y bordes muy sucios y deteriorados. Hay personal de limpieza en el centro obviamente, pero eso no lo limpian... Por favor intenten mejorar esto y los socios se lo agradecemos.",1,Hace 7 meses
28,Carmen Lopez,"Desde que entreno ningún gym me pareció lo adecuado , llegando aquí es otra definición de gym, no puedo estar más contenta con mi elección está vez sí que podré entrenar debidamente",5,Hace 2 meses
29,Rufo Garcia.-Quiros,"El gimnasio cada día esta mas abarrotado, para entrenar tienes que esperar turnos la mayor parte de las veces. Varias maquinas averiadas diariamente, incluso llegando a durar 1-2 semanas.
La zona del SPA cada vez esta mas descuidada, hay una sauna y un baño turco que llevan sin funcionar varios meses. La limpieza deja mucho que desear.
Espero que empiecen a invertir en mejoras y arreglos porque con el precio de la cuota empieza a ser un poco desesperante.
Si quiero decir que el personal siempre está atento, te ayudan con cualquier consulta y son muy agradables.",1,Hace 7 meses
30,Marisa Heredia,Esta muy bien y muy completo con bastante aparcamiento. Dependiendo de la hora puede haber mucha gente,5,hace 2 días
31,carlos,ni sauna ni baño turco no funciona las máquinas tampoco ponen carteles diciendo que no están al 100% una pena para que todos los años suban las cuotas,1,Hace una semana
32,Ana Garcia,"No le pongo 0 estrellas porque no puedo. Porque cada vez peor, las instalaciones no están bien mantenidas, hay tanta gente que es imposible hacer nada, el personal es muy maleducado, han subido más las tarifas, el parking subterráneo tiene muchísimos problemas con goteras que llevan ahí desde al menos 4 años, en días de diario, en el parking del exterior tamopoco hay hueco para dejar el coche, los peldaños de los escalones son irregulares y algunos tienen el borde sujeto con cinta de pintor. Para los días de diario, por la tarde es imposible ir a nadar, en la piscina hay 6 carriles y cierran 3 para cursos, lo que da lugar a que tengas que nadar en un mismo carril con al menos 3 personas, lo cual es algo muy incómodo, lo mismo ocurre con el gimnasio, está tan lleno que no puedes ni estirar, la zona de spa tiene goteras también que caen del techo a la parte de chorros. Suben las tarifas pero disminuyen los beneficios, ya no se puede invitar a nadie si no eres ""cliente premium"", si se te olvida la toalla pequeña para las máquinas, el despiste te cuesta 4,50€.",1,Hace 7 meses
33,Svetlana Romanova,"Hace 3 años era un buen gimnasio y ahora no tanto. Meten muchos socios, siempre!!! Siempre!!! A cualquier hora hay una cola en las máquinas. Pero no invierten ni un euro en el gimnasio. Cada semana les pido arreglar el cierre en las puertas de los baños y no lo arreglan. Si esto no lo hacen os imagináis en que estado están las máquinas?!
La actitud del CEO no es la apropiada…. Por favor ! Invierte en el gimnasio un euro ya!!!!",1,Hace 9 meses
34,Carmen Calzado Molina,"Estoy muy contenta por el trato profesional del personal del centro .
Estoy muy satisfecha por el entrenador personal que he empezado a trabajar con él estoy encantada , es Marcos",4,Hace 3 semanas
35,Alfonso Santamaria,Desde septiembre mas saturado si cabe. La nueva disposicion delas máquinas un desastre. En cuanto cumpla el año si sigue igual me largo,2,Hace un mes
36,Ndlh,"En general, estoy muy contenta con el gimnasio; las clases son geniales y los monitores de sala son muy profesionales. Pero lo que realmente me ha hecho sentir cómoda aquí es la atención constante de los monitores de sala, en concreto la de Guillermo.
Su disposición para ayudar, incluso sin que se lo pidas, y su actitud tan positiva realmente marcan la diferencia. Siempre está atento, lo que te contagia y te motiva en tu entrenamiento. Sin duda, todos los gimnasios necesitan personas así, con esa predisposición a ayudar y a crear un ambiente donde los clientes nos sintamos cómodos y apoyados.",5,Hace un año
37,Dany De Falco,"Bastante desmejorado, los precios los mismos y las instalaciones caoticas. La zona de piscina, sauna jacuzzi envejecidas. Le hace falta mas cariño, estan desciudadas.",3,Hace 5 meses
38,Elena Jimenez Salguero,"Es uno de los gimnasios más grandes y mejor equipados de Madrid, pero constantemente hay algo roto, si no es la puerta es la zona de aguas, sino las escaleras, sino el baño, etc.
El personal por lo general es genial, aunque hay un par que dejan un poco que desear.
Llevo 5 años viniendo y no termina de asentarse la instalación, siempre algo en obras....
Hay horas en las que hay tantísimo aforo que no se puede ni estar...",4,Fecha de edición: Hace 3 meses
39,Santiago Tello,"Sábado 12 de agosto. Cerradas instalaciones de agua. Si pregunto alguna excusa pondrán como siempre. La única causa es que hay solo una persona y no quieren abrir. Como tengo la pierna mal y he venido al masaje de agua exprofeso, paso la cinta por debajo. Funciona todo. Hasta la máquina de hielo. NO HAY DERECHO. A mí, este mes me sale al mismo precio que los demás, así que no seáis  así y abrir las instalaciones o cobrar la mitad por cerrarlas que ya pasó anteriormente durante un mes entero según vosotros por una bomba. Ahora me dirán que aprovechando que hay poca gente están en mantenimiento, ajustando el pH, etc. Y si cerráis, envíad email o ponerlo en la página web y ahorramos
el paseo. Por cierto, el parking también cerrado ,menos mal que han terminado las obras de fuera que han durado 1,5 años y ya se puede ir al parking saliendo por la puerta principal. Pero ahora que se puede está cerrado el parking.😂😂😂😂😂",1,Fecha de edición: Hace 2 años
40,Mago More,"Instalaciones magníficas. Piscina, spa, calaes colectivas, parking. Monitores super majos. Y a un precio imbatible. La cafetería tiene menús saludables.",5,Hace 5 años
41,Macarena Ocaña Cabrera,"Cumplo casi un mes allí entrenando y, aunque es cierto que está bastante concurrido, no suelo encontrar ningún problema en usar ninguna maquina por aglomeración ya que tienen bastantes de cada tipo y, sino, bastantes alternativas.
Las piscinas para nadar también son muy correctas.
El único pero, aunque tampoco es algo insalvable, es la poca presión que sale el agua de los chorros de la zona de Spa.
Estoy contenta por haberlos elegido como centro de entrenamiento. Tanto el personal de sala como el de recepción son muy atentos y resolutivos.",5,Hace 10 meses
42,Juan Moreno,"Muchas clases, sala grande de máquinas que podía estar mejor conservada, algunos aparatos podían renovarse. Horario amplio con apertura a las 6:30 entre semana.
Algo muy negativo es que subieron las tarifas incumpliendo el contrato anual a escasos dos meses de firmarlo.",3,Hace 9 meses
43,Oscar Ruiz,"Vivo en peñagrande que podría asistir al go fit que tengo a pocos metros, y me encanta tanto el ambiente como las Instalaciones de mi gimnasio de toda la vida",5,Hace 4 meses
44,Aida Cardona,"Me he dado de baja (después de 1 año) y habiendo sido ya cliente en otra época de mi vida porque está muy saturado.
A partir de las 10 y hasta 13:30 en sábado y domingo imposible, lo mismo a diario a partir de las 18:00. El parking complicadisimo encontrar sitio, y por con lo lleno que está es raro que no te dejen alguna mariquita al abrir las puertas de los otros vehículos.
A pesar del motivo de mi baja, y de haberme quejado con anterioridad, me han cobrado el mes de febrero que no voy a ir.
Obviamente ellos aluden al contrato, y al preaviso, pero obviamente ellos incumplen sistemáticamente el vender un servicio de calidad, como el que inicialmente daban.
Además el vestuario infantil femenino lo usan personas que van sin hijos.
Las duchas están viejas, los techos al aire, soporte de gel rotos…
Pues después de todo esto estoy decepcionada porque me obliguen a pagar por un mes que no voy a usar",1,Hace 9 meses
45,Irene Gutierrez,"En resumen y sobre la zona de aguas, el mantenimiento y la limpieza dejan mucho que desear. El agua a veces está muy fría. Como punto positivo destacar la amabilidad de los empleados de recepción.",3,Fecha de edición: Hace un mes
46,Manuel PQ,"Buenas instalaciones en general, personal muy atento pero me parece muy grave que haya gente que impunemente entre en la piscina sin ducha previa y nadie diga nada. Es sistemático y no se es contundente al respecto, no es una vez ni dos. Creo que ya que la educación de esas personas es la que es, el centro tendría que sancionarlos, es una tomadura de pelo para el resto de usuarios. Y lo mismo digo en el parking de la gente que ocupa plazas de recarga eléctrica y tan sólo se les deja una nota.",3,Hace 11 meses
47,Paola de Mora,"Lamentándolo debo editar mi reseña y no para bien. Vamos de mal en peor. Gusanos en el baño turco la semana pasada. No solía entrar pero como tuvieron que cerrar la única sauna que quedaba abierta, porque se rompió una madera por falta de mantenimiento, le di otra oportunidad y sorpresa! Asqueroso. Las otras saunas… AÑOS CERRADAS. Eso que os ahorráis eh!!! Sigo… Hemos sufrido las consecuencias de la rotura de un filtro en el Spa medio año con arena por todas partes. Ahora todo esta zona, cerrada por “mantenimiento”. Parece que la gente que no nos vamos de vacaciones en agosto, pringamos siempre. A ver si como la última vez que lo cerrasteis, volvéis a dejar SIN ARREGLAR todos los chorros que no funcionan. A primeros de Junio puesto que no iba a estar en todo Julio pregunté si se podía parar un mes y la respuesta es NO. Por qué entonces si nos dejáis sin usar varias veces al año piscina, spa, saunas…¿Seguís cobrándonos la cuota entera? Yo ahora no puedo hacer uso durante 10 días OTRA VEZ, y nadie devuelve nada. Entiendo que se haga un DUDOSO mantenimiento cuando menos gente hay pero, ¿nadie contempla hacerlo poco a poco durante todo el año y no que ahora volvemos a sufrir las consecuencias durante días para que luego esté todo igual? Continúo… Los profesores que sustituyen las actividades dirigidas, son una pena. Los recepcionistas que hay últimamente son mucho más majos pero hacen lo que pueden con las quejas. Me mandáis correos constantemente para valoraros y desde luego en el siguiente, dejaré reflejado todo esto aunque no sirva de nada. Al igual que las sugerencias que os he hecho para aligerar lo concurrido que está a ciertas horas y a las que habéis hecho caso omiso. BRAVO, seguid así! Pronto 5 usuarios menos. Ya está bien las risas que os echáis a nuestra costa.",1,Fecha de edición: Hace 3 meses
48,Alvaro Rincon,"Señores por favor arreglen las bicicletas de bike, estoy harto de ir y estar cambiando de bicicleta probando suerte por si alguna funciona, con la consecuente molestia a los que han tenido la suerte de encontrar una y comenzar la clase, si no funcionan, por lo menos realizar un trabajo mínimo que es quitar y precintar  la bicicleta, y limitar el número de plazas  disponibles pero no engañéis a la gente, así nos ahorramos el perder el tiempo en ir al gimnasio. La ultima vez cambié de tres bicicletas, y por vergüenza me quedé en la tercera que no funcionaba la pantalla ni los pedales, no volcaba los datos. Por no decir que están descalibradas y cada una marca lo que quiere! Mantenimiento 0. Eso sí clientes a mansalva.",1,Hace 8 meses
49,titolemix,"Llevo 4 años en el gimnasio y año tras año empeora. Este último año está siendo desastroso y cuento desde hace dos-tres meses, parece que va a la deriva:
Máquinas que no funcionan constantemente, otras averiadas durante semanas, cuerdas de poleas atadas porque se han roto, cinta de pedales rotas y sin cambiar durante mucho tiempo, manillares que se mueven y no cierran bien, sillines de bicis que o no se mueven o se deslizan sin poder fijarlos, a veces reservas bici y al llegar está estropeada y tienes que vértelas para encontrar una vacía y que funcione, spinning del sábado y domingo por la mañana al 100%, estuve más de un mes para que apretaran el sillín de una bici en concreto, lo mismo que el manillar, llevamos dos semanas con la pantalla del spinning que tampoco funciona, tornos de entrada que diariamente no cogen la huella y llevamos dos semanas con ellos abiertos porque no funcionan, siempre suele haber una o dos elípticas estropeadas y sin cartel avisando, lo mismo que algunas máquinas de la sala, suelo técnico de la sala de pesas y zona de calentamiento-estiramiento levantado y con burbujas por diferentes zonas de la sala de pesas, suelo de las escaleras levantado y pegado con cinta de manera chapucera y penosa, parking en sábado y domingo que tienes que hacer cola, entre semana por la mañana prácticamente al 100%, las duchas casi no sale agua estando todas las demás vacías, jaboneras de las duchas rotas…lo único que se salva es el servicio de limpieza que funciona perfectamente, están continuamente limpiando las salas y los vestuarios: un 10! Todo lo expuesto, demuestra que este Go Fit está totalmente saturado de gente y semiabandonado en cuestión de mantenimiento.
He visto respuestas a socios como yo en estas reseñas de Google y dicen que la información aportada les vale para trabajar en ello, pero veo semana tras semana que esto no va bien…pido que se renueve la maquinaria y las bicis de spinning en especial a la brevedad posible.",1,Hace 8 meses
50,Recorriendo Lugares,"Deberían habilitar en el aparcamiento de coches un sitio para motos y no en la entrada del gimnasio dónde todos los usuarios, niños incluidos, tienen que ir sorteando las motos que se disponen a aparcar, y tragando el humo que estas sueltan, ya que es la única entrada. Además, claro está, incumplen una norma del Ayuntamiento, al tener una señal que prohibe aparcar motos en el recinto.",2,Hace 8 años
51,Allende Mauleon,"Muuuuuy flojo para el precio que tiene. Sala de máquinas siempre llena, piscina de zona spa con el suelo lleno de arena, trabajadores que te obligan a usar toalla en la sauna (absolutamente absurdo; solo para el culo? y la espalda no suda? y si te reclinas no cae sudor de la frente y cabeza? un sinsentido), sauna bastante floja de temperatura, baño turco con poco “perfume” a eucalipto; la bajada a la zona de agua siempre encharcada, escalones levantados, paredes llenas de humedad… en fin",3,Hace 9 meses
52,AGB,"Gimnasio con tarifas premium pero con una gestión de aforo digna de un low-cost. Cada año suben las cuotas y, al mismo tiempo, aumenta el número de usuarios sin un control adecuado. En 2025, entrenar por las tardes de lunes a viernes es prácticamente imposible, y los fines de semana, las mañanas están totalmente saturadas. Si buscas comodidad y espacio para entrenar, este no es el lugar adecuado.",1,Hace 8 meses
53,Aurelio Gamero,"Actualizo mi reseña porque después de más de 5 años viniendo a este centro no puedo más que suscribir las múltiples opiniones de que cada vez el mantenimiento es más deficiente. Hoy han dejado el centro sin agua (duchas, fuentes, etc.) sin hacer ni una sola comunicación. Todo el mundo intentando coger una botella de agua de las máquinas porque por supuesto el centro no se ha dignado a ofrecerla gratis. Buena caja he tenido que hacer la empresa de ""vending"". No me vale la excusa de rotura inesperada porque la tubería que estaban reparando lleva una semana perdiendo agua como una catarata y se podía haber programado la reparación cualquier la noche, pero cada vez invierten menos en mantenimiento.

Lo único que salva el centro y por lo único que aguantamos es por los monitores de actividades dirigidas que son de 20 sobre 10. Gente majísima que anima un montón las clases.",3,Fecha de edición: Hace 3 meses
54,Jonas Mekas,"Vengo de GoFit San Miguel y la calidad es bastante peor en todos los sentidos, además de ser la cuota 20€ más cara. El estado de las instalaciones y las máquinas deja que desear para el precio y el número de abonadxs. En clase de bike es una suerte encontrar una bici que vaya fina, si no le falla el pedal suena la correa o no pilla la fc. Muy decepcionado.",1,Hace 8 meses
55,Nerina Martin De Matos,"Suben los precios y disminuye la calidad del servicio, ni tan siquiera se mantiene la calidad.

Mala gestión, hoy por ejemplo, 2 clases  de zumba y dance a las 10:00 y a las 11:00 las cuales uno si puede reservar plaza a través de la App, pero ninguna de las 2 se ha impartido, ni tampoco avisado que no se van a impartir.

Que la primera clase no se imparta por él motivo X y no haya sustituto aunque es un error, se puede entender, pero la siguiente hora a las  11:00 que no haya nadie que pueda impartir una clase de zumba en esta cadena de gimnasios, y lo que es peor no avisar ???

El gimnasio lleva abierto desde las 9:15 con personal en la recepción o administración para gestionar esto, desde las 9:15 no ha dado tiempo hasta las 11:00 hrs?

Como en una cadena de gimnasios grande como esta, no están preparados para tener personal para estas situaciones?

Y puestos a que se genere esta situación, al menos, tener la deferencia de tratar bien al cliente, y además avisarlo que no se van a impartir… qué mínimo.

La situación desde fuera es descontento, y o esto mejora o me tendré que desapuntar y como yo opinamos muchas personas.

Saludos",1,Hace 10 meses
56,ELena Mc Wallace,Son unos SINVERGÜENZAS . Nos apuntamos solo para ir a boxeo. Se supone que íbamos 3 días a la semana y cambian los horarios SIN AVISAR todas las semanas. Me parece muy triste que traten a los clientes como si fuéramos el símbolo del dólar. El primer día te tratan genial.... a partir de ahí olvídate... ya eres una parte más de su sistema financiero. Por no hablar del chaval gallego de recepción... actitud chulesca y déspota...  una pena la verdad. NADA RECOMENDABLE. Por cierto ... cualquiera puede comprobar que está semana ( hoy es día 28 de enero de 2025) no hay ni una triste clase de boxeo...,1,Hace 9 meses
57,Paula Villalba Cuesta,"Apuntada durante 5 meses en total.
La piscina está siempre a reventar, la mitad de las calles ocupadas por cursos por las tardes. Imposible.
Demasiado lleno, tienen que controlar aforo. Nada agradable.",1,Hace 11 meses
58,JORGE GARCÍA,"Es el mejor gimnasio de la zona y con diferencia. Acudo diariamente desde hace varios años y muy contento.

La directiva del centro ha cambiado recientemente y se nota un cambio a mejor.
Recomendable acudir en horas de menor tránsito, si no, estará bastante lleno.",4,Fecha de edición: Hace 4 años
59,Carlos Nieto,"Triste , llevo desde que abrieron unos 15 años y se está degradado día a día, bancos con piel pelados, máquinas con espera, todo muy justo, para la cantidad de gente que entrena en sala y duchas sin caudal de agua ni caliente. Mal se está perdiendo.",1,Hace 6 meses
60,Nicolás Segura,"Encantado con mi experiencia. David, en recepción, fue muy amable y me explicó todas las tarifas y servicios con claridad. Las instalaciones están impecables, el equipamiento es de primera y las clases son variadas. Además, el ambiente es muy acogedor. Sin duda, muy recomendable.",5,Hace 11 meses
61,Jonathan Barreiro,"Las instalaciones son muy cómodas , el parking interior es de miedo muy complejo aparcar",5,Hace 7 meses
62,Stekelberg,"Primer GoFit y único aún “privado”.

Tiene un acabado de mayor exclusividad que el resto de la cadena. Está bien equipado con máquinas TechnoGym y en agosto, por la mañana, he entrenado prácticamente sólo.

El pase de día son 12,5€ sin toallas.",4,Hace 7 años
63,Esther Bueno,"Se ha masificado,en los vestuarios los conductos de ventilación (arriba en el techo) están llenísimos de polvo, falta limpieza y mantenimiento de las máquinas (algunas están rotas o son muy antiguas).",1,Hace 6 meses
64,Silvia Brasero,"Soy usuaria del gimnasio. He vuelto hace un mes, y la verdad es que veo que hay cosas que han ido a peor. Hace años me encantaba terminar los entrenamientos en el spa, pues bien, ahora cada vez q voy salgo cabreada. La temperatura del agua es baja. No se está a gusto. De hecho, hay un cartel que dice q tiene q estar a 30 grados, y no llega ni a 15. Está fresca, y así no es como tiene q estar. Luego vas andando y el suelo está inundado lleno de charcos. Una sauna y un baño turco no funcionan y llevan así al menos desde que me he vuelto a inscribir, como digo hace un mes y pico. He dicho tres veces en recepción que la temperatura del agua del spa no es la idónea y la que ellos mismos marcan, y no me han hecho ni caso, q toman nota y ya. Hoy he bajado y me he vuelto a subir sin meterme. Las limpieza de las duchas tb deja bastante q desear. Da bastante asquito ducharse viendo las paredes tan asquerosas, ahí no limpian. Por no hablar de las matas de pelo del suelo de las duchas. Para mí, sinceramente, lo único que de verdad merece la pena es un monitor que lleva años ahí, Floren. Creo que solo sigo apuntada por sus clases. El resto que había antes y eran buenos ya no están. Como esto siga así, tendré que quitarme.",2,Hace un año
65,Ignacio Cuevas,"Variedad de máquinas de cardio y fuerza.
Ojo, depende de las horas puede haber gente

Edito: verano de 2025. Señores, pongan más fuerte el aire acondicionado en la zona cardio y máquinas. No es admisible que después de 10 minutos de cinta esté chorreando sudor",5,Fecha de edición: Hace 4 meses
