id,comment,rating,review_date
257,es un centro bastante grande el cual después de años parece que se están poniendo el día haciendo mejoras metiendo nuevos agarres y nueva maquinaria ya era hora claro,3,Fecha de edición: Hace 3 años
259,de tarde suele estar sumamente masificado en contrapartida el gimnasio es grande espacioso con todo tipo de maquinaria y espacio para peso libre con discos adecuados para ejercicios como peso muerto carla,3,Hace 6 años
275,las instalaciones son muy buenas y en personal en general muy bien lo único que por las tardes y festivos se llena demasiado yo como voy por la mañana me afecta poco pero hay que tenerlo en cuenta,3,Hace 4 años
299,no tienen ningún número de atención al cliente es necesario por pérdidas de pertenencias o consultas,3,Hace 8 meses
319,podría estar mejor varios detalles a mejorar por favor por las mañanas en las televisiones se podrían poner las noticias en lugar de tanto punto pelota y wifi? seria de gran utilidad gracias,3,Hace 7 años
328,buen gimnasio pero han abierto 1 minuto tarde creo q es algo inaceptable,3,Hace 2 años
337,buen gimnasio pero sábados que puedo ir han quitado una hora de apertura,3,Hace 2 años
346,lo mejor la limpieza amplitud clases colectivas zona de sauna y baño turco lo peor que no entra por gympass,3,Fecha de edición: Hace 6 años
383,no está nada mal pero los monitores de la zona de máquinas no los veo muy implicados,3,Hace 6 años
422,las instalaciones son bastante buenas y la atención tb,3,Hace 2 años
427,hace falta más material porque ha crecido,3,Fecha de edición: Hace un año
448,me podéis facilitar el teléfono de vuestra central? gracias,3,Hace 6 años
466,me gustó el tiempo que estuve,3,Hace 7 años
487,bueno bonito y barato,3,Hace 8 años
508,always very full at peak times and the customers not very cooperative to be polite,3,Fecha de edición: Hace 3 años
